0,0.3635
1,0.074800699
5,0.051748912
10,0.063338226
15,0.206741483
20,0.271206263
25,0.287636678
30,0.349331251
35,0.441674087
40,0.633319021
45,0.944585355
50,1.517906307
55,2.287704118
60,3.351822547
65,5.067055752
70,8.11778985
75,13.64770955
80,24.51393124
85,41.4090788
90,98.886
100,99.564
110,100
